frame,x,y,visible
227,2277.8,1204.0,1
228,2277.9,1203.9,1
229,2277.9,1204.0,1
230,2277.9,1204.0,1
231,2277.9,1204.0,1
232,2277.9,1203.9,1
233,2010.8,240.9,1
234,2010.3,238.5,1
235,2277.8,1203.8,1
236,2277.8,1203.8,1
237,2277.8,1203.8,1
238,2277.8,1203.9,1
239,2277.8,1203.9,1
240,2277.8,1203.9,1
241,2277.4,1203.5,1
242,2277.4,1203.5,1
243,2277.4,1203.5,1
244,2277.4,1203.5,1
245,2277.4,1203.5,1
246,2277.4,1203.5,1
247,2277.4,1203.5,1
248,2277.4,1203.5,1
249,2277.4,1203.5,1
250,2277.4,1203.5,1
251,2277.4,1203.5,1
252,2277.5,1203.5,1
253,2277.4,1203.5,1
254,2277.5,1203.5,1
255,2277.5,1203.5,1
256,2277.5,1203.5,1
257,2277.4,1203.5,1
258,2277.4,1203.5,1
259,2277.5,1203.5,1
260,2277.5,1203.5,1
261,2277.5,1203.5,1
262,2277.7,1203.4,1
263,2277.7,1203.4,1
264,2277.6,1203.5,1
265,2277.6,1203.5,1
266,2277.6,1203.5,1
267,2277.6,1203.5,1
268,2277.6,1203.5,1
269,2277.6,1203.5,1
270,2277.6,1203.5,1
271,2277.6,1203.5,1
272,2277.6,1203.5,1
273,2277.6,1203.5,1
